age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
63,private,181828,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,48,,<=50K
30,private,329425,some-college,10,never-married,protective-serv,own-child,white,male,0,0,48,united-states,<=50K
45,private,228570,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,35,united-states,<=50K
18,private,298860,12th,8,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50K
38,private,275223,some-college,10,married-civ-spouse,sales,husband,white,male,7298,0,40,united-states,>50K
28,private,478315,bachelors,13,never-married,prof-specialty,own-child,black,female,0,0,40,united-states,<=50K
39,private,247733,hs-grad,9,divorced,priv-house-serv,unmarried,black,female,0,0,16,united-states,<=50K
22,,34616,some-college,10,never-married,,own-child,white,female,0,0,20,united-states,<=50K
50,private,40623,some-college,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50K
46,private,176814,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,50,united-states,>50K
57,private,121821,1st-4th,2,married-civ-spouse,other-service,husband,other,male,0,0,40,dominican-republic,<=50K
37,self-emp-inc,199265,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50K
19,private,269657,some-college,10,never-married,sales,not-in-family,white,female,0,0,35,united-states,<=50K
39,private,202683,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
42,private,219288,7th-8th,4,widowed,craft-repair,unmarried,white,male,0,0,40,united-states,<=50K
21,private,224640,some-college,10,never-married,sales,own-child,white,female,0,0,40,united-states,<=50K
62,private,161460,bachelors,13,never-married,farming-fishing,not-in-family,white,male,0,0,30,united-states,<=50K
67,local-gov,181220,some-college,10,divorced,adm-clerical,not-in-family,black,female,0,0,20,united-states,<=50K
34,private,52537,hs-grad,9,never-married,transport-moving,unmarried,black,male,0,0,30,united-states,<=50K
69,self-emp-inc,106395,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,>50K
21,private,228255,some-college,10,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50K
47,local-gov,246891,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50K
35,private,31964,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50K
19,,440417,some-college,10,never-married,,own-child,white,female,0,0,15,united-states,<=50K
50,private,89534,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
32,private,103860,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
17,local-gov,195262,11th,7,never-married,craft-repair,own-child,white,male,0,0,35,united-states,<=50K
62,private,211408,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
32,local-gov,186784,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,5013,0,45,united-states,<=50K
41,federal-gov,133060,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
47,private,97842,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
28,state-gov,155397,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,55,united-states,<=50K
42,private,202188,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,1741,50,united-states,<=50K
40,private,220609,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
33,private,333701,assoc-voc,11,never-married,other-service,unmarried,black,male,0,0,40,united-states,<=50K
79,local-gov,84616,11th,7,married-civ-spouse,exec-managerial,husband,white,male,0,0,7,united-states,<=50K
44,private,119281,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50K
29,private,413297,assoc-acdm,12,never-married,sales,not-in-family,white,male,0,0,45,mexico,<=50K
26,private,86872,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
36,private,143486,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,7298,0,50,united-states,>50K
23,private,38151,11th,7,never-married,other-service,other-relative,white,male,0,0,40,philippines,<=50K
18,,234648,11th,7,never-married,,own-child,black,male,0,0,15,united-states,<=50K
18,,211177,12th,8,never-married,,other-relative,black,male,0,0,20,united-states,<=50K
29,private,103628,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50K
54,private,171924,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,<=50K
25,private,171114,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,48,united-states,<=50K
27,private,106758,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,45,united-states,<=50K
21,private,113106,some-college,10,never-married,other-service,own-child,white,female,0,0,30,united-states,<=50K
24,self-emp-not-inc,37440,bachelors,13,never-married,farming-fishing,unmarried,white,male,0,0,50,united-states,<=50K
47,private,145886,some-college,10,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50K
20,private,121023,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,<=50K
40,local-gov,243580,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,48,united-states,<=50K
34,private,223267,hs-grad,9,never-married,exec-managerial,other-relative,white,male,0,0,50,united-states,<=50K
17,private,132636,11th,7,never-married,transport-moving,own-child,white,female,0,0,16,united-states,<=50K
40,private,34113,hs-grad,9,never-married,exec-managerial,not-in-family,amer-indian-eskimo,male,6849,0,43,united-states,<=50K
31,private,173002,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
59,federal-gov,195467,masters,14,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50K
50,private,198362,assoc-voc,11,widowed,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50K
53,local-gov,200190,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,1977,55,united-states,>50K
58,private,183893,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
22,private,128487,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,10,united-states,<=50K
57,private,210688,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,15,united-states,<=50K
36,private,231082,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50K
33,private,198211,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50K
29,private,200468,10th,6,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
22,,335453,some-college,10,never-married,,own-child,white,female,0,0,16,united-states,<=50K
34,private,177437,some-college,10,married-civ-spouse,craft-repair,husband,white,male,15024,0,45,united-states,>50K
56,private,282023,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
27,private,214858,10th,6,married-civ-spouse,craft-repair,other-relative,white,male,0,0,55,united-states,<=50K
39,private,177154,bachelors,13,married-civ-spouse,sales,husband,white,male,15024,0,50,united-states,>50K
40,private,566537,preschool,1,married-civ-spouse,other-service,husband,white,male,0,1672,40,mexico,<=50K
32,private,229732,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50K
45,private,28035,some-college,10,never-married,farming-fishing,other-relative,white,male,0,0,50,united-states,<=50K
33,private,222654,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
33,private,136331,hs-grad,9,married-spouse-absent,craft-repair,unmarried,white,male,0,0,50,united-states,<=50K
47,local-gov,148576,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,<=50K
41,private,211731,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,mexico,<=50K
30,local-gov,125159,bachelors,13,never-married,prof-specialty,not-in-family,black,male,14084,0,45,,>50K
27,private,220754,doctorate,16,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
68,private,236943,9th,5,divorced,farming-fishing,not-in-family,black,male,0,0,20,united-states,<=50K
38,private,245372,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,7688,0,45,united-states,>50K
35,private,187089,assoc-voc,11,married-civ-spouse,exec-managerial,wife,white,female,0,0,42,united-states,>50K
34,private,118941,11th,7,never-married,other-service,not-in-family,white,female,0,0,40,ireland,<=50K
19,,220517,some-college,10,never-married,,own-child,white,female,0,0,15,united-states,<=50K
20,private,59948,9th,5,never-married,adm-clerical,unmarried,black,female,114,0,20,united-states,<=50K
49,self-emp-not-inc,173411,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50K
39,federal-gov,227597,hs-grad,9,never-married,armed-forces,not-in-family,white,male,0,0,50,united-states,<=50K
52,private,170562,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50K
66,local-gov,36364,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2267,40,united-states,<=50K
46,private,214955,assoc-acdm,12,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
28,private,273929,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,1628,60,united-states,<=50K
38,private,357870,12th,8,never-married,machine-op-inspct,not-in-family,black,female,0,0,50,united-states,<=50K
49,private,156926,assoc-voc,11,divorced,exec-managerial,not-in-family,white,male,0,0,45,united-states,>50K
32,private,252257,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,45,united-states,<=50K
36,private,49626,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
50,self-emp-not-inc,44368,hs-grad,9,married-civ-spouse,sales,husband,white,male,15024,0,55,el-salvador,>50K
24,local-gov,103277,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,50,united-states,<=50K
29,private,327964,9th,5,divorced,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50K
55,private,35551,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,278391,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50K
18,private,280603,11th,7,never-married,sales,own-child,white,female,0,0,30,united-states,<=50K
60,local-gov,93272,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
47,federal-gov,55377,hs-grad,9,never-married,machine-op-inspct,own-child,black,male,0,0,40,united-states,<=50K
34,self-emp-not-inc,112650,7th-8th,4,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
47,self-emp-inc,116927,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,42,united-states,>50K
29,private,299705,some-college,10,never-married,handlers-cleaners,unmarried,black,male,0,0,37,united-states,<=50K
36,private,183902,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,4,united-states,>50K
59,self-emp-inc,146477,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
19,private,100009,some-college,10,never-married,sales,own-child,white,female,0,0,15,united-states,<=50K
40,self-emp-not-inc,284706,prof-school,15,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,1977,60,united-states,>50K
31,private,241885,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
45,federal-gov,71823,some-college,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,20,united-states,<=50K
51,private,94432,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
42,private,171841,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50K
31,local-gov,94991,hs-grad,9,divorced,other-service,unmarried,amer-indian-eskimo,male,0,0,40,united-states,<=50K
50,federal-gov,111700,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50K
49,private,234320,7th-8th,4,never-married,prof-specialty,other-relative,black,male,0,0,45,united-states,<=50K
54,private,206964,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
40,,180362,bachelors,13,never-married,,own-child,white,female,0,0,40,united-states,<=50K
80,self-emp-not-inc,34340,7th-8th,4,widowed,farming-fishing,not-in-family,white,male,0,0,35,united-states,<=50K
44,private,259479,hs-grad,9,divorced,transport-moving,unmarried,white,male,0,0,50,united-states,<=50K
42,private,183205,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,45,united-states,<=50K
40,private,135056,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
36,private,146311,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
39,private,270059,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,35,united-states,<=50K
33,private,141841,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,5178,0,40,united-states,>50K
46,private,172695,11th,7,widowed,other-service,not-in-family,white,female,0,0,27,el-salvador,<=50K
55,private,249072,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50K
20,private,180497,hs-grad,9,never-married,other-service,not-in-family,black,female,0,0,40,united-states,<=50K
35,private,207568,10th,6,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50K
62,private,186696,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
49,private,194189,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
46,,206357,5th-6th,3,married-civ-spouse,,wife,white,female,0,0,40,mexico,<=50K
35,private,30529,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
36,private,245521,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,35,mexico,<=50K
21,private,307371,some-college,10,never-married,protective-serv,own-child,white,male,0,0,15,united-states,<=50K
19,private,25429,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,<=50K
36,private,484024,hs-grad,9,divorced,machine-op-inspct,unmarried,white,male,0,0,40,united-states,<=50K
43,private,170214,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
31,private,332379,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
31,private,42485,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,55,united-states,<=50K
31,private,119422,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
30,self-emp-inc,173858,some-college,10,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,1902,40,south,>50K
33,private,319854,bachelors,13,separated,prof-specialty,not-in-family,white,male,4650,0,35,united-states,<=50K
31,private,171871,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,46,united-states,<=50K
33,private,101562,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
18,private,163787,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,<=50K
55,private,157932,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50K
47,private,586657,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,japan,>50K
36,private,461337,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50K
51,private,254211,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,>50K
39,private,297847,9th,5,married-civ-spouse,other-service,wife,black,female,3411,0,34,united-states,<=50K
32,private,440129,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,38,mexico,<=50K
39,local-gov,164156,assoc-acdm,12,divorced,other-service,unmarried,white,female,0,0,55,united-states,<=50K
38,private,179668,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,scotland,<=50K
27,private,44767,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50K
49,private,43206,prof-school,15,never-married,prof-specialty,not-in-family,white,female,0,0,55,united-states,>50K
70,self-emp-not-inc,347910,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,35,united-states,<=50K
24,private,112459,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,45,united-states,<=50K
56,private,238638,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
45,private,178922,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,20,united-states,<=50K
34,private,36385,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50K
24,private,228960,assoc-acdm,12,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
55,private,61708,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,6418,0,50,united-states,>50K
36,state-gov,422275,5th-6th,3,married-civ-spouse,other-service,husband,white,male,0,0,40,mexico,<=50K
54,private,449257,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50K
24,private,275093,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,female,0,0,36,united-states,<=50K
36,self-emp-not-inc,160120,bachelors,13,married-civ-spouse,sales,husband,other,male,0,0,45,,<=50K
44,private,107218,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,united-states,<=50K
42,federal-gov,158926,assoc-acdm,12,divorced,prof-specialty,unmarried,asian-pac-islander,female,0,0,40,philippines,>50K
47,private,169388,11th,7,divorced,other-service,unmarried,white,female,0,0,15,united-states,<=50K
64,state-gov,194894,doctorate,16,never-married,prof-specialty,not-in-family,white,female,4787,0,40,united-states,>50K
31,private,137367,11th,7,married-spouse-absent,handlers-cleaners,not-in-family,asian-pac-islander,male,0,0,40,india,<=50K
38,private,235379,assoc-acdm,12,never-married,prof-specialty,unmarried,white,female,0,0,36,united-states,<=50K
26,private,90915,assoc-acdm,12,never-married,other-service,own-child,black,female,0,0,15,united-states,<=50K
27,private,335764,11th,7,married-civ-spouse,sales,own-child,black,male,0,0,35,united-states,<=50K
31,self-emp-not-inc,145162,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,,>50K
26,private,302603,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,45,united-states,<=50K
33,private,243674,hs-grad,9,separated,tech-support,not-in-family,white,male,0,0,46,united-states,<=50K
81,self-emp-inc,247232,10th,6,married-civ-spouse,exec-managerial,wife,white,female,2936,0,28,united-states,<=50K
52,private,96359,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,0,0,57,united-states,>50K
37,private,179731,hs-grad,9,never-married,other-service,unmarried,white,female,0,0,35,united-states,<=50K
34,local-gov,22641,hs-grad,9,never-married,protective-serv,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50K
51,self-emp-not-inc,259323,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,70,united-states,<=50K
64,private,391121,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,>50K
67,without-pay,137192,hs-grad,9,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,12,philippines,<=50K
25,private,262978,some-college,10,never-married,sales,not-in-family,white,male,0,0,30,united-states,<=50K
30,private,220939,assoc-voc,11,divorced,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50K
37,private,194004,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50K
17,private,187308,10th,6,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50K
60,private,130684,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,<=50K
33,private,637222,12th,8,divorced,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50K
35,self-emp-not-inc,31095,assoc-voc,11,never-married,farming-fishing,not-in-family,white,male,0,0,60,united-states,<=50K
50,local-gov,100480,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50K
25,private,174592,hs-grad,9,never-married,other-service,own-child,white,female,0,0,25,united-states,<=50K
26,private,202091,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50K
59,self-emp-inc,223215,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,50,united-states,>50K
90,private,87285,hs-grad,9,never-married,other-service,own-child,white,female,0,0,24,united-states,<=50K
39,private,358837,some-college,10,never-married,tech-support,unmarried,black,female,0,0,40,united-states,<=50K
37,private,240810,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50K
29,,427965,hs-grad,9,separated,,unmarried,black,female,0,0,20,united-states,<=50K
38,local-gov,282753,assoc-voc,11,divorced,exec-managerial,own-child,white,male,0,0,40,united-states,<=50K
58,private,317479,hs-grad,9,divorced,machine-op-inspct,not-in-family,black,female,0,0,40,united-states,<=50K
32,private,134886,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50K
21,private,191243,some-college,10,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50K
29,private,58115,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,41,united-states,<=50K
59,self-emp-not-inc,195835,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
36,private,176634,bachelors,13,married-civ-spouse,sales,wife,white,female,0,0,35,united-states,>50K
29,private,188729,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,45,united-states,<=50K
39,private,204501,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
31,private,393357,9th,5,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,48,united-states,<=50K
47,private,152073,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50K
29,private,29865,hs-grad,9,divorced,sales,not-in-family,amer-indian-eskimo,female,0,0,50,united-states,<=50K
20,private,54152,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,30,,<=50K
54,state-gov,137065,doctorate,16,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,>50K
30,private,293512,assoc-voc,11,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,<=50K
33,private,202822,7th-8th,4,never-married,other-service,unmarried,black,female,0,0,14,trinadad&tobago,<=50K
52,self-emp-not-inc,140985,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,99999,0,30,united-states,>50K
39,private,53447,hs-grad,9,divorced,farming-fishing,not-in-family,white,female,0,0,40,united-states,<=50K
34,private,226883,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
21,private,108670,hs-grad,9,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
33,private,121195,hs-grad,9,never-married,machine-op-inspct,not-in-family,other,male,0,0,50,united-states,<=50K
28,,268222,11th,7,never-married,,not-in-family,black,female,0,0,40,united-states,<=50K
23,private,99543,12th,8,never-married,transport-moving,not-in-family,white,male,0,0,46,united-states,<=50K
38,private,199816,hs-grad,9,divorced,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
27,state-gov,553473,bachelors,13,married-civ-spouse,protective-serv,wife,black,female,0,0,48,united-states,<=50K
42,local-gov,180318,10th,6,never-married,farming-fishing,unmarried,white,male,0,0,35,united-states,<=50K
46,federal-gov,371373,hs-grad,9,divorced,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,77581,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50K
32,private,96016,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,<=50K
23,private,275818,some-college,10,never-married,sales,not-in-family,white,female,0,1974,40,united-states,<=50K
23,private,60331,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
62,private,153148,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,84,united-states,<=50K
52,private,145271,bachelors,13,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,united-states,<=50K
20,private,238685,some-college,10,never-married,sales,not-in-family,white,female,0,0,30,united-states,<=50K
29,private,289960,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50K
18,private,50879,10th,6,never-married,other-service,own-child,white,male,0,0,6,united-states,<=50K
29,private,457402,5th-6th,3,never-married,other-service,not-in-family,white,male,0,0,25,mexico,<=50K
40,private,171424,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50K
50,private,128478,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,<=50K
50,private,55527,assoc-acdm,12,divorced,craft-repair,not-in-family,black,male,0,0,45,united-states,<=50K
31,self-emp-not-inc,210164,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
32,local-gov,169837,assoc-acdm,12,divorced,exec-managerial,not-in-family,black,female,0,0,40,united-states,<=50K
52,federal-gov,22428,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,60,united-states,>50K
29,self-emp-not-inc,184710,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
41,private,207375,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,50,united-states,<=50K
22,private,223019,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
31,self-emp-inc,149726,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50K
43,private,185832,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,>50K
50,private,117295,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
44,private,79531,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
45,local-gov,189890,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
30,private,149531,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50K
35,local-gov,258037,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,cuba,>50K
54,self-emp-not-inc,57101,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50K
44,private,120277,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,15024,0,50,italy,>50K
47,private,161950,bachelors,13,divorced,other-service,not-in-family,white,female,0,0,25,germany,<=50K
60,private,114263,bachelors,13,divorced,exec-managerial,not-in-family,white,female,0,0,40,hungary,>50K
42,private,69019,some-college,10,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,>50K
56,private,200235,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,>50K
20,private,243878,some-college,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
21,,107801,some-college,10,never-married,,own-child,white,female,0,0,6,united-states,<=50K
36,private,54229,assoc-acdm,12,married-civ-spouse,exec-managerial,wife,white,female,0,0,37,united-states,<=50K
50,private,99925,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,32,united-states,<=50K
29,state-gov,147256,assoc-acdm,12,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,>50K
58,local-gov,215245,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,37,united-states,<=50K
30,private,262994,some-college,10,divorced,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50K
25,state-gov,183678,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50K
18,private,395026,11th,7,never-married,other-service,own-child,white,male,0,0,12,united-states,<=50K
38,private,78247,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
46,private,101455,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50K
36,private,290560,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50K
42,private,192381,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
45,private,187226,assoc-acdm,12,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
